iter	Logloss
187	0.4423507197
188	0.441916347
189	0.4414300196
190	0.4407692265
191	0.4403107186
192	0.4399384282
193	0.4393056393
194	0.4388950211
195	0.4382290682
196	0.4379788757
197	0.4373828959
198	0.4370150911
199	0.4367046839
200	0.4361158586
201	0.4355647941
202	0.4354423787
203	0.4348725689
204	0.434464704
205	0.4339819579
206	0.4335833003
207	0.4331838249
208	0.4325784333
209	0.4319621168
210	0.4314207076
211	0.4310881904
212	0.4306595886
213	0.4301639504
214	0.429781624
215	0.4292170124
216	0.4286201535
217	0.4279122499
218	0.4273823067
219	0.4269968435
220	0.4265776923
221	0.4258578244
222	0.4253391597
223	0.4247894274
224	0.4242430051
225	0.423717675
226	0.4231594001
227	0.4226568179
228	0.4223189315
229	0.4220440957
230	0.4218837254
231	0.4213436954
232	0.4207454519
233	0.420660522
234	0.4201976481
235	0.4196795916
236	0.4195062213
237	0.4192211564
238	0.4186989442
239	0.4182201175
240	0.4178074915
241	0.4175333909
242	0.4171696427
243	0.4167062438
244	0.4160129447
245	0.4155686369
246	0.4152102536
247	0.4149669206
248	0.4145802611
249	0.4141998127
250	0.4138854826
251	0.4134509697
252	0.4130840655
253	0.4125880585
254	0.4121896623
255	0.4119473661
256	0.4116071387
257	0.4111741187
258	0.4106770695
259	0.4102698412
260	0.4097298913
261	0.4094820591
262	0.4091243669
263	0.4085366406
264	0.4082272096
265	0.4080230633
266	0.4075149456
267	0.4072144705
268	0.4067255218
269	0.406355545
270	0.4059501892
271	0.4054543961
272	0.4051587022
273	0.4049769747
274	0.404778623
275	0.4043597595
276	0.4042521605
277	0.4039257057
278	0.4036118824
279	0.4034991015
280	0.4028353295
281	0.4024273024
282	0.4021894296
283	0.401908471
284	0.4017516569
285	0.4013806936
286	0.4011555644
287	0.400785855
288	0.4005845347
289	0.4002607165
290	0.3997797454
291	0.3992974156
292	0.3991232167
293	0.3988992346
294	0.3985601979
295	0.3982593321
296	0.3978631458
297	0.3973255578
298	0.3971184587
299	0.3968858113
300	0.3965032096
301	0.3961630143
302	0.3957951778
303	0.3954951422
304	0.3951864767
305	0.3949905738
306	0.3946134513
307	0.394387496
308	0.394082775
309	0.3938712735
310	0.3937728614
311	0.3932461198
312	0.3931220541
313	0.39272108
314	0.3923406489
315	0.3922011579
316	0.3919183293
317	0.3914162277
318	0.3911204757
319	0.3907141973
320	0.3905223857
321	0.3900871345
322	0.3895812395
323	0.3892225061
324	0.3890623806
325	0.3887667844
326	0.3884971835
327	0.387888918
328	0.3874674521
329	0.3871563889
330	0.3870004768
331	0.3865567061
332	0.3862023581
333	0.3860809372
334	0.3858432886
335	0.3856398177
336	0.3850832625
337	0.3848920251
338	0.3844018575
339	0.3839789157
340	0.3838556902
341	0.3837324257
342	0.383462095
343	0.3832167758
344	0.38307113
345	0.3829582231
346	0.3827025323
347	0.3824782673
348	0.3823194445
349	0.3819806418
350	0.3817394711
351	0.3815430457
352	0.3813739943
353	0.381067916
354	0.3809585663
355	0.3808154757
356	0.3804953897
357	0.3802606097
358	0.3799868431
359	0.3795443635
360	0.3792022229
361	0.3786707102
362	0.3784029465
363	0.3781920132
364	0.3779512819
365	0.3777654821
366	0.3776208446
367	0.3773884827
368	0.3771452064
369	0.3767617146
370	0.37652608
371	0.3762421217
372	0.3760706402
373	0.3759267798
374	0.3756749311
375	0.3753018524
376	0.3751032243
377	0.3749698692
378	0.3749140797
379	0.3746056021
380	0.3742058936
381	0.374043991
382	0.3737410826
383	0.3734899412
384	0.3731574915
385	0.3729306831
386	0.3727763546
387	0.3725832909
388	0.3721610343
389	0.3718934633
390	0.3716741636
391	0.3716291043
392	0.3712252502
393	0.3707215552
394	0.3703619784
395	0.370057546
396	0.3698839839
397	0.3696305989
398	0.3693577668
399	0.3690622895
400	0.3686420648
401	0.3685355316
402	0.3684464226
403	0.368124333
404	0.367897199
405	0.3677414821
406	0.3675442205
407	0.36737812
408	0.3671102598
409	0.3668088842
410	0.3665766514
411	0.3664261952
412	0.3662427973
413	0.3661014517
414	0.3659702178
415	0.365821914
416	0.3655587351
417	0.3653584227
418	0.3651456441
419	0.3647288151
420	0.3644756833
421	0.3642678261
422	0.3641784137
423	0.3640811207
424	0.3640517953
425	0.3637226697
426	0.3635064075
427	0.3631424401
428	0.3630498706
429	0.3628918803
430	0.3624488875
431	0.3623085404
432	0.3619594846
433	0.3618547297
434	0.3616451513
435	0.3612787569
436	0.3609846874
437	0.3607932552
438	0.3607256732
439	0.3602739295
440	0.3601470185
441	0.3600427577
442	0.3596892145
443	0.3596076563
444	0.3593411996
445	0.3590702888
446	0.3589389829
447	0.3584962194
448	0.3583376531
449	0.3580717501
450	0.357894111
451	0.3577137149
452	0.3573750373
453	0.3570801922
454	0.3565368808
455	0.3563484644
456	0.3561304649
457	0.3560595319
458	0.3558590736
459	0.35570597
460	0.3552711698
461	0.3548903964
462	0.3547775287
463	0.3544217083
464	0.3541553827
465	0.3539327902
466	0.3537686582
467	0.3534688916
468	0.3533977909
469	0.353149508
470	0.3530379341
471	0.3528258038
472	0.3526413257
473	0.3525468845
474	0.3523215168
475	0.3521730783
476	0.3519989499
477	0.3517602408
478	0.3515511168
479	0.3513504188
480	0.3512143591
481	0.3511106193
482	0.35081342
483	0.3506605891
484	0.3505415089
485	0.3502834142
486	0.3500248545
487	0.3498149602
488	0.3496853759
489	0.3494902257
490	0.3493975752
491	0.3493158765
492	0.3491893715
493	0.3490457999
494	0.3487757054
495	0.3484379118
496	0.3482548199
497	0.3479538955
498	0.3477724228
499	0.3473080117
500	0.3472112805
501	0.3469167741
502	0.3465985719
503	0.3464372507
504	0.3461119725
505	0.3458607139
506	0.3454549059
507	0.3451595004
508	0.345066199
509	0.3450231214
510	0.344789192
511	0.3444035041
512	0.3442728699
513	0.3441503895
514	0.3437092562
515	0.3434777417
516	0.3432856675
517	0.3428768844
518	0.3428180391
519	0.3424486066
520	0.3423499784
521	0.3419444566
522	0.3415885144
523	0.341420083
524	0.3411871621
525	0.3410766014
526	0.3409761091
527	0.3408233407
528	0.3407829128
529	0.3406606884
530	0.340233097
531	0.3401497932
532	0.3399255651
533	0.3398361923
534	0.33976561
535	0.3396107431
536	0.3395196007
537	0.3393037837
538	0.3390143024
539	0.3388843728
540	0.3387388974
541	0.3385950883
542	0.3384392792
543	0.3383610609
544	0.3382166372
545	0.3379349827
546	0.33772901
547	0.337605096
548	0.3373747272
549	0.3370703532
550	0.3369821982
551	0.3368053897
552	0.3367528927
553	0.336571112
554	0.3363921375
555	0.3362571654
556	0.3361515895
557	0.3360081387
558	0.335904593
559	0.335634373
560	0.3356014329
561	0.3354254907
562	0.3351201977
563	0.3349926352
564	0.3348294439
565	0.3345043587
566	0.3344341966
567	0.3341890689
568	0.3340149947
569	0.3338370918
570	0.3337719167
571	0.3336035108
572	0.3335543605
573	0.333513967
574	0.3334118072
575	0.3330838815
576	0.3329357726
577	0.3328658838
578	0.3325861217
579	0.3325116524
580	0.332417869
581	0.3323496155
582	0.3321939697
583	0.3320416318
584	0.3315868795
585	0.3313835991
586	0.3312169935
587	0.3311835779
588	0.3310036599
589	0.3309211962
590	0.3307651197
591	0.3305566865
592	0.3303639815
593	0.3300588905
594	0.3299072989
595	0.3298296147
596	0.3297616008
597	0.3295398729
598	0.3294147528
599	0.3291827607
600	0.3290500347
601	0.3289963219
602	0.3287118046
603	0.3284934951
604	0.3284007982
605	0.3283580945
606	0.3283051853
607	0.3279964907
608	0.3279324866
609	0.327812574
610	0.3276298123
611	0.3275085935
612	0.3271810613
613	0.3271303107
614	0.3269108313
615	0.3268434587
616	0.3267942363
617	0.3267173272
618	0.326671621
619	0.3266110698
620	0.326566124
621	0.326351834
622	0.3262683708
623	0.3260749752
624	0.3259726455
625	0.3258697201
626	0.3256283018
627	0.3255683606
628	0.3254592571
629	0.3254106637
630	0.3253624716
631	0.3249000719
632	0.324768334
633	0.3246307608
634	0.3245615071
635	0.3243839698
636	0.3243327388
637	0.324090221
638	0.3240249847
639	0.323918646
640	0.3238463504
641	0.3237729021
642	0.3236393944
643	0.3235621864
644	0.3234731791
645	0.3233760784
646	0.3233218582
647	0.323025001
648	0.3229755554
649	0.3226953083
650	0.3226370354
651	0.3223200828
652	0.3222702139
653	0.3219956374
654	0.3218104086
655	0.321733326
656	0.321691059
657	0.3216393443
658	0.3213660113
659	0.3213084275
660	0.321264091
661	0.3212095942
662	0.3209065141
663	0.3208265208
664	0.3207523203
665	0.3206001257
666	0.3204509312
667	0.3203370498
668	0.3201612373
669	0.3200185747
670	0.3197996682
671	0.3195978602
672	0.3194676681
673	0.3194165394
674	0.3193309906
675	0.319188631
676	0.3191317507
677	0.3189983115
678	0.3188938935
679	0.3188397606
680	0.3187865206
681	0.3184809519
682	0.3184122851
683	0.3183615079
684	0.3183168237
685	0.3182595421
686	0.3181305226
687	0.3180790904
688	0.3179583482
689	0.317824547
690	0.3176999521
691	0.3176552295
692	0.3175839817
693	0.317515957
694	0.3174441072
695	0.317386886
696	0.317327262
697	0.317201017
698	0.3170089273
699	0.31687077
700	0.3167541035
701	0.3164588861
702	0.316315022
703	0.3162587847
704	0.3160353855
705	0.315956804
706	0.3157485545
707	0.3156411208
708	0.3155844294
709	0.3155216995
710	0.3154682923
711	0.3154180225
712	0.315369501
713	0.3153145281
714	0.3152018419
715	0.315077264
716	0.3150224303
717	0.3149649442
718	0.3148553419
719	0.3148051244
720	0.3146348272
721	0.3144863135
722	0.3143640547
723	0.3143019822
724	0.3141941918
725	0.3140990859
726	0.3139510846
727	0.3138261691
728	0.3137139369
729	0.3136528639
730	0.3135355075
731	0.3133943432
732	0.3130839854
733	0.313024161
734	0.3129515245
735	0.3128911137
736	0.3128365191
737	0.3127803953
738	0.3127235604
739	0.3125628524
740	0.3125109322
741	0.3124542453
742	0.3121497731
743	0.3120988142
744	0.312040409
745	0.3119902337
746	0.3118705767
747	0.3118151261
748	0.3117647653
749	0.3117129175
750	0.3116134596
751	0.3115616954
752	0.3113004903
753	0.3112487524
754	0.3111347042
755	0.3110608565
756	0.3109812906
757	0.310931112
758	0.3108793508
759	0.3107661419
760	0.3106746423
761	0.3106231503
762	0.3103477294
763	0.3102594338
764	0.3102097317
765	0.3101180849
766	0.3099473673
767	0.3098880425
768	0.309774906
769	0.3097186118
770	0.3096641039
771	0.3096123437
772	0.3095600305
773	0.3095053112
774	0.309384463
775	0.3093359417
776	0.3092868826
777	0.3092387885
778	0.3091880914
779	0.3090447134
780	0.3089604528
781	0.308906637
782	0.3088539109
783	0.308804549
784	0.3087527355
785	0.3086676229
786	0.3086184393
787	0.3085104667
788	0.3084581091
789	0.3083745438
790	0.3083226279
791	0.3081977709
792	0.3081483447
793	0.3080964288
794	0.3080461178
795	0.3079916061
796	0.3079430202
797	0.3078989147
798	0.3078484334
799	0.3077971305
800	0.3077210918
801	0.3076708975
802	0.307568882
803	0.3074513971
804	0.3073729068
805	0.3071130435
806	0.3069908509
807	0.3069416024
808	0.3068912947
809	0.3068408245
810	0.3067934648
811	0.3066916192
812	0.3064412798
813	0.3063442858
814	0.3062950565
815	0.3062451838
816	0.306183918
817	0.3061113871
818	0.3060071094
819	0.3058877036
820	0.3056967414
821	0.3053213828
822	0.3052711695
823	0.3052221861
824	0.3051745427
825	0.3051252488
826	0.3047808333
827	0.304723809
828	0.3045779624
829	0.3045301297
830	0.3044235849
831	0.3043754415
832	0.3041261955
833	0.3040783548
834	0.3040316952
835	0.303984093
836	0.3039381368
837	0.3038906411
838	0.3038434628
839	0.3037725204
840	0.3037077312
841	0.3035826403
842	0.303535965
843	0.3032776985
844	0.3032314284
845	0.3031433487
846	0.3030970329
847	0.3030517312
848	0.3029408953
849	0.3028943981
850	0.3028491617
851	0.3028024719
852	0.3027568372
853	0.3027112405
854	0.3026188472
855	0.3025540694
856	0.3025078897
857	0.3023996637
858	0.3023546043
859	0.3020763324
860	0.3020303804
861	0.3019849995
862	0.3018531001
863	0.3015904341
864	0.3015239387
865	0.3014487891
866	0.3013429092
867	0.3012979635
868	0.3012537901
869	0.3012078337
870	0.3011632707
871	0.3011184685
872	0.3010743096
873	0.3010027929
874	0.300958506
875	0.3008858992
876	0.3007931011
877	0.3007502666
878	0.3007058807
879	0.30066263
880	0.3006191944
881	0.3005120175
882	0.3002531111
883	0.3002094365
884	0.3001619557
885	0.3001186448
886	0.3000753374
887	0.3000060991
888	0.2998606055
889	0.2997927396
890	0.2997493108
891	0.2997069349
892	0.2996324928
893	0.2995895449
894	0.2995466047
895	0.299504035
896	0.2994609513
897	0.2994180291
898	0.299375445
899	0.299238355
900	0.2991967623
901	0.2989146143
902	0.2988721659
903	0.2988303385
904	0.298761905
905	0.2986637597
906	0.2986225521
907	0.2985798278
908	0.2985374895
909	0.2984283826
910	0.2983867325
911	0.2983408753
912	0.2982949381
913	0.2982527923
914	0.2982110217
915	0.2981701058
916	0.2981008782
917	0.2980592968
918	0.2978767223
919	0.2978357575
920	0.2977946523
921	0.2977265943
922	0.29768538
923	0.2975707978
924	0.297530158
925	0.2974883373
926	0.2974239505
927	0.2971037344
928	0.2970348547
929	0.296929637
930	0.2967078215
931	0.2966368414
932	0.296596187
933	0.2962758812
934	0.2962342051
935	0.2961927517
936	0.2961254659
937	0.2960844408
938	0.2960437819
939	0.2959757617
940	0.2958668818
941	0.2958218681
942	0.2956416868
943	0.2955989702
944	0.2952720443
945	0.2952318929
946	0.2951910182
947	0.2950722738
948	0.2949704995
949	0.2949086046
950	0.2948687181
951	0.2945274374
952	0.2944849967
953	0.2944450644
954	0.2941733236
955	0.2937770895
956	0.2937370406
957	0.2934464126
958	0.2934069155
959	0.2930429154
960	0.2929986576
961	0.2929584839
962	0.292914564
963	0.292848852
964	0.292807857
965	0.2927676787
966	0.2926322545
967	0.2924904419
968	0.2924255273
969	0.2923810955
970	0.2923418224
971	0.2922777104
972	0.2922371883
973	0.2919583645
974	0.2916057806
975	0.291542596
976	0.2915013316
977	0.2912315905
978	0.2909448895
979	0.2907375785
980	0.2903519505
981	0.2902866169
982	0.2902474338
983	0.2902078914
984	0.2898743688
985	0.2898349057
986	0.2897317188
987	0.2894196996
988	0.2893810886
989	0.2890726985
990	0.2889494292
991	0.2885087974
992	0.288469808
993	0.2883618037
994	0.288260351
995	0.288219817
996	0.2881795554
997	0.2881291236
998	0.2880900086
999	0.288048151
